,Nom,Activite_principale,Adresse,Ville,Telephone,Detail,Lien_entreprise,Facebook,Linkedin,Autre_lien,Lien_europage
239,SOTRABAN,Agent/Représentant,Campus effiScience - Bât-Erable,14460 Colombelles,+33 231533440,"Créée en 1972, SOTRABAN est l'Association des sous-traitants industriels de Normandie. Organisme de promotion et de valorisation des savoir-faire régionaux en matière de sous-traitance et de mise en relation entre les donneurs d'ordres et sous-traitants, SOTRABAN fédère près de 90 entreprises, 5000 salariés sur les territoires du Calvados, de la Manche, de l’Orne, de l’Eure et de la Seine-Maritime.  Le groupement d’entreprises SOTRABAN, c’est avant tout une légitimité certaine et un réseau d’entreprises expertes et complémentaires capables d’apporter des solutions sur mesure dans les domaines de la mécanique, de la transformation des métaux, de l'électronique et l'automatisation, de la plasturgie et du traitement de surface. Afin d’accompagner activement la montée en compétences globales des entreprises adhérentes, SOTRABAN travaille sur plusieurs axes :  - La mise en réseau des adhérents entre eux et avec les donneurs d’ordres- Le développement commercial- La montée en compétences continue avec des formations et des ateliers- Les réflexions collectives et actions autour de la marque employeur, l’emploi et les compétences par exemple - La communication interne et externeRejoignez le réseau propulseur de croissance collective, contactez-nous  afin d'évoquer vos problématiques et d'échanger ensemble. ",http://www.sotraban.com/,,,,https://www.europages.fr/SOTRABAN/00000004710610-001.html
240,HAUSWIRTH S.A.S,Distributeur,11 RUE MEISSACKER,67250 Soultz Sous Forêts,+33 609940352,"HAUSWIRTH S.A.S est une société présente en France, en Suisse, en Belgique, au Luxembourg, au Magreb et au Portugal distribuant des services d’ingénierie conseil et des équipements à destination de l’industrie mécanique de précision. Qu’il s’agisse de rayonner, d’ébavurer, de lisser, de polir ou de nettoyer nous développons avec vous une application industrielle complète pour une surface parfaite, stable, reproductible et qui vous appartient.Nous sommes distributeur officiel des marques : - OTEC Präzisionsfinish, leader technologique dans les machines de tribofinition à force centrifuge (CF), de smuritropie plongeante (DF) et à flux continu (SF). OTEC est également reconnue pour la fabrication de machines d'électropolissage (EPAG). Pour la première fois, des procédés de traitement en machine produisent des résultats que seul le traitement manuel permettait d’obtenir jusqu’à présent.- ACP SYSTEMS machine de nettoyage industrielle cryogénique Co2, une alternative écologique et économique au nettoyage chimique par voie humide. - APEX : Système d'ébavurage automatisé de haute précision.- SGM NEW-TEM : Machine d'ébavurage thermique à chambre horizontale- HÖCKH :  Machine de lavage lessivielle et au solvant sous-vide standard et sur-mesure.Enfin grâce à notre concept de R&D développer ou améliorer vos surfaces avec les équipements les plus novateurs et performants du marché́ au cœur d'un laboratoire complet en Allemagne.",https://hauswirthsas.com,,,,https://www.europages.fr/HAUSWIRTH-SAS/00000005386545-703725001.html
241,ALPILLES AUTOMATION,Prestataire de services,Za De Roquerousse,13520 Maussane Les Alpilles,+33 490542400,"Alpilles AUTOMATION est spécialisée, depuis sa création en 2001, dans la fabrication de moyens de productions industriels automatisés. Son développement a été marqué par une volonté de s’adapter aux marchés et d’anticiper l’évolution des technologies. Depuis 2011, la société s’est spécialisée dans la conception et la fabrication de machines d'impression numériques industrielles jet d'encre (Inkjet) et propose aujourd'hui sa troisième génération de machines IRIS III équipées de la toute dernière technologie d’impression « Single Pass » (en un seul passage), ce qui permet la décoration et le marquage de profilés, de pièces et d'objets en matières plastiques, en verre, en métal, en papier et carton à très grande vitesse (jusqu’à 160 m/mn en résolution 180 Dpi). Ce nouveau marché, en très en forte croissance, constitue aujourd'hui la principale branche d'activité de la société.",http://www.alpilles-automation.fr/contact.php,,,,https://www.europages.fr/ALPILLES-AUTOMATION/FRA360576-00101.html
242,ASL FRANCE,Fabricant/Producteur,1 rue Georges Melies,78390 Bois-D'arcy,+33 130476019,"ASL France (Groupe Alapont) fabricant de rampes et de quais de chargement. Les produits fabriqués par ASL France Groupe ALAPONT sont conforme à la nouvelle norme européenne EN 1398, cela est un gage de qualité. Vous bénéficierez d’un prix direct usine et d’un service de proximité grâce à nos installateurs agrées. N’hésitez pas à nous consulter ! ! ! Nous proposons des solutions logistiques à la mesure de votre organisation. L’Efficience énergétique, la sécurité et la longévité des équipements de chargement son nos priorités, ce qui donne comme résultat la productivité optimale dans vos quai de chargement.",https://aslfrancesas.fr,,,,https://www.europages.fr/ASL-FRANCE/00000005356694-654327001.html
243,INTERROLL,Fabricant/Producteur,Z.I. de Kerannou - BP34,29250 Saint-Pol-De-Léon,+33 298244100,"INTEROLL est l'un des fabricants leader sur le marché mondial de solutions de manutention pour charges unitaires, de solutions logistiques et de systèmes automatisés. Les produits INTEROLL s'installent facilement: les tambours moteur compacts et hygiéniques, les rouleaux de manutention motorisés ou non motorisés pour les convoyeurs; les trieurs, courbes à bande et autres convoyeurs; les modules de stockage dynamique palettes et cartons, sans apport d'énergie, pour un stockage compact dans les centres de distribution. INTEROLL : solutions de manutention pour l’industrie, fabricant solutions de manutention, tambours moteurs RollerDrives, rouleaux de manutention, billes & Accessoires, modules de convoyeurs, convoyeurs à bande, courbes à bande, FIFO Pallet Flow Storage, LIFO Pushback Storage, Carton Flow Wheel Flow, Versi Flow Storage, stockage par Flex Flow, trieuses transversales, opérations automatisées, convoyage sous-système.",http://www.interroll.fr,,,,https://www.europages.fr/INTERROLL/00000003807209-143311001.html
244,CP SOLUTIONS,Distributeur,5D Chemin du Jubin,69570 Dardilly,+33 474260249,"Nous apportons à nos clients notre savoir-faire et une expérience dans le domaine de l’automatisation de processus, la transformation numérique et proposons un accompagnement technique et commercial de proximité. Nos ingénieurs, ainsi que nos partenaires intégrateurs, proposent un excellent accompagnement pour les projets les plus ambitieux, comme les plus simple. Distributeur agréé de : EMERSON (automates programmables, entrées/sorties, Ethernet industriel, PC industriels, interfaces opérateur, etc.), GE Digital (Industrie 4.0, SCADA/IHM, MES, optimisation de production, etc.), PTC (Plateforme IoT industrielle THINGWORX), OnRobot (préhenseurs et vision pour robots et cobots), STRATUS (solution de PC industriels pour la virtualisation et la disponibilité).CP Solutions Protection Coupe-feu vous propose 40 ans de savoir-faire et de compétence en produits et services liés à la protection incendie passive pour toute prestation de calfeutrage et compartimentage, accompagnement et formation. Distributeur agréé de : BASF (produits coupe-feu), HEINEN-DOORS (portes coupe-feu). CP Solutions Mesure vous propose des produits simples à utiliser pour mesurer et détecter les décharges partielles et protéger votre personnel de maintenance. Ainsi, faites de chaque technicien de maintenance un spécialiste de la décharge partielle grâce à toute notre expertise, à un algorithme d’interprétation puissant et à une présentation simplifiée des résultats. Distributeur agréé de : EA Technology",https://cpsolutions.fr,,,,https://www.europages.fr/CP-SOLUTIONS/00000005401875-732676001.html
245,SUPRATEC SYNEO,Distributeur,"Z.I. la Marinière, 1 rue Charles de Gaulle",91070 Bondoufle,+33 169118175,"Précision et performance pour le collage et le dosageSUPRATEC SYNEO, filiale de SUPRATEC* experte en process de collage et de dosage industriels depuis 1994, maîtrise la fourniture d’équipements de pointe (matériels, pompes, dosage) et leurs consommables.Nous mettons à la disposition de nos clients industriels une gamme complète de produits et de solution. Nous effectuons des essais, dans notre LAB ou sur vos lignes de production ; avec une approche collaborative pour valider les solutions préconisées.Tout au long de la durée de vie de votre produit nous vous accompagnons, du cahier des charges à la mise en production, grâce notamment à nos partenariats stratégiques.*SUPRATEC, implantée depuis plus de 50 ans en Ile de France et en province, réalise 55 M€ de CA en France et à l’international en s’appuyant sur 2 métiers, l’ingénierie et le Négoce.Notre organisation, constitué de 250 femmes et hommes qui inspirent l’industrie, au moyen de technologies de pointe et de services d’excellence s’est fixée pour ambition d’améliorer sans cesse les performances de production des industriels en France et à l’international.",http://www.supratec-syneo.com,,,,https://www.europages.fr/SUPRATEC-SYNEO/00000003554589-66326001.html
246,MULTI SERVICES CARTON,Fabricant/Producteur,8 chemin Guillaumet,83136 Garéoult,+33 149413558,"Multi Services Carton, société spécialisée dans le façonnage du carton sous toutes ses formes, basée en région parisienne, vous propose de découvrir ses services dédiés à cette matière. MSC conçoit, fabrique et commercialise des emballages, PLV, Boîtes ou tout type de packaging en carton sur mesure depuis plus de 30 ans. Cette matière, couplée à notre bureau d’études intégré, nous  permet de vous proposer des produits singuliers et personnalisables à souhait. Notre expertise de l’impression vous offre des possibilités de personnalisation intégrales tout en respectant les impératifs et délais de livraison de vos emballages carton. Nous intervenons pour les petites, moyennes et grandes séries. Notre gamme se compose de nombreuses références et de multiples produits d’emballage, comme des boîtes cloches, étuis, coffrets, packaging ou autres présentoirs et PLV. Nous maitrisons toutes les étapes de conception, impression, découpe, collage et conditionnement grâce à notre réseau de partenaires. Contactez-nous pour vos devis ou faisabilité projet et notre équipe technique vous répondra dans les meilleurs délais.",http://www.multi-services-carton.com,,,,https://www.europages.fr/MULTI-SERVICES-CARTON/FRA778205-00101.html
247,FB EMBALLAGE,Fabricant/Producteur,12 rue gambetta,51500 Rilly-La-Montagne,+33 679438692,"TARIFS DIRECT USINES Import - Export FB Emballage, fabricant et agent exclusif de plusieurs usines Européennes, nous vous proposons un très large choix de produits adaptés à tous vos besoins au meilleur rapport qualité/ efficacité / Prix - Matières plastiques - produits pour l'industrie- Film étirable  - Film rétractable- Ruban adhésif - Cornière carton - Feuillard de cerclage - Coiffe palette - Palette carton- Housses étirables / rétractables- Gaine plastique / gaine étirable - Gaine pressing- Big bag - Sac PEBD PP - Sachet PE , PP- Pochette porte document ci-inclus - Coussin gonflable, de calage, coussin d'air, sac de fardage - Dunnage bag PP et kraft - Emballage pour transport maritime- Sac poubelle - Film bâtiment - Film agricole ( paillage…)- Feuille antiglisse- Intercalaire carton- Intercalaire nid d'abeille- Manchon carton  - Caisse américaine- Carton sur mesure - Caisse bois pour vin, champagne et spiritueux- Cellophane- Colle hotmelt (thermofusible)- Colle étiquette- Feuille mousse pour emballage- Doufline - Papier de soie- Macule- Papier kraft - Sac kraft - Carton compact - Carton ondulé- Enveloppe d'expédition- Plaque de muselet - Capsule de surbouchage- Etiquette à repiquer - Ruban transfert thermique La démarche durable, environnementale et écologique faisant partie prenante de nos jours de toutes les entreprises, FB Emballage vous accompagne aussi avec une gamme complète de produits biosourcés & biodégradables.",https://www.fbemballage.com,,,,https://www.europages.fr/FB-EMBALLAGE/00000005447282-786489001.html
248,SOFRA INOX,Distributeur,312 avenue Michel Omerin,63600 Ambert,+33  473820796,"Depuis plus de 50 ans, SOFRA INOX est une référence incontournable dans la vente de pièces de tuyauterie et raccords en inox pour l'industrie, sur les marchés agroalimentaires, vinicoles, chimiques, et pharmaceutiques. Nous proposons plus de 30000 références de raccords et pièces en inox à découvrir dans notre catalogue en ligne, respectant les normes les plus utilisées dans le monde industriel (SMS, DIN, ASME-BPE, ISO...), et utilisant les meilleures nuances d'inox.Les raccords en inox et accessoires de tuyauterie proposés sur notre site sont fabriqués en France par BEAL INOX, dans ses ateliers situés à Ambert (63600), en Auvergne. De nombreuses prestations complémentaires peuvent être réalisées sur demande sur nos pièces et raccords en inox : marquage, polissage, électropolissage, soudure... N'hésitez pas à nous contacter pour toute demande spécifique ! Notre équipe répondra à votre demande dans les plus brefs délais",https://www.sofra-inox.fr,,,,https://www.europages.fr/SOFRA-INOX/00000005380812-696205001.html
